Format Version,1.23,Take Name,Apr17_Sand_No_2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.48.59.329 PM,Capture Start Frame,7883025,Total Frames in Take,6803,Total Exported Frames,6803,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1254,10.450000,0.002012,-0.001132,0.003599,0.999991,0.341369,-0.027005,0.311137,0.338263,-0.026756,0.260840,0.333139,-0.027854,0.321995,0.352704,-0.026405,0.350575,0.001233,0.001271,-0.000238,0.999998,0.121021,-0.064135,0.292967,0.137211,-0.070104,0.260875,0.129566,-0.071689,0.333010,0.096285,-0.050613,0.285017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338282,-0.026754,0.260867,0.333103,-0.027858,0.321996,0.352730,-0.026402,0.350548,0.137234,-0.070113,0.260829,0.129565,-0.071691,0.333037,0.096269,-0.050605,0.285023
1255,10.458000,0.001924,-0.001419,0.002706,0.999994,0.341372,-0.027005,0.311136,0.338296,-0.026759,0.260838,0.333135,-0.027838,0.321990,0.352686,-0.026418,0.350581,0.001473,0.001509,-0.000770,0.999997,0.121054,-0.064130,0.292998,0.137222,-0.070101,0.260895,0.129610,-0.071712,0.333033,0.096329,-0.050577,0.285066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338320,-0.026757,0.260879,0.333090,-0.027841,0.321986,0.352720,-0.026415,0.350548,0.137263,-0.070119,0.260849,0.129604,-0.071710,0.333044,0.096304,-0.050566,0.285087
1256,10.467000,0.002028,-0.001463,0.003151,0.999992,0.341372,-0.027024,0.311147,0.338300,-0.026771,0.260849,0.333135,-0.027867,0.322001,0.352682,-0.026435,0.350593,0.001415,0.001839,-0.000845,0.999997,0.121037,-0.064126,0.293012,0.137183,-0.070103,0.260900,0.129618,-0.071704,0.333042,0.096309,-0.050570,0.285095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338324,-0.026769,0.260866,0.333096,-0.027870,0.322025,0.352706,-0.026433,0.350544,0.137223,-0.070118,0.260835,0.129605,-0.071699,0.333059,0.096293,-0.050564,0.285123
1257,10.475000,0.001948,-0.001507,0.002599,0.999994,0.341380,-0.027008,0.311136,0.338312,-0.026759,0.260837,0.333140,-0.027839,0.321988,0.352687,-0.026425,0.350582,0.001326,0.001840,-0.000790,0.999997,0.121046,-0.064131,0.293001,0.137194,-0.070111,0.260890,0.129629,-0.071701,0.333032,0.096317,-0.050579,0.285081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338321,-0.026758,0.260855,0.333127,-0.027841,0.321992,0.352695,-0.026425,0.350560,0.137241,-0.070131,0.260826,0.129626,-0.071702,0.333059,0.096286,-0.050564,0.285099
1258,10.483000,0.001622,-0.001660,0.001936,0.999995,0.341363,-0.027015,0.311117,0.338311,-0.026795,0.260817,0.333120,-0.027829,0.321967,0.352659,-0.026422,0.350566,0.001565,0.001783,-0.000795,0.999997,0.121034,-0.064127,0.293002,0.137185,-0.070093,0.260889,0.129612,-0.071717,0.333030,0.096306,-0.050572,0.285086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338319,-0.026794,0.260812,0.333111,-0.027829,0.321985,0.352662,-0.026421,0.350548,0.137227,-0.070110,0.260825,0.129609,-0.071717,0.333053,0.096281,-0.050560,0.285103
1259,10.492000,0.001764,-0.001465,0.002925,0.999993,0.341389,-0.027006,0.311120,0.338317,-0.026778,0.260821,0.333151,-0.027839,0.321973,0.352699,-0.026402,0.350565,0.001648,0.001950,-0.000980,0.999996,0.121040,-0.064119,0.293011,0.137177,-0.070085,0.260892,0.129628,-0.071718,0.333035,0.096314,-0.050553,0.285105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338341,-0.026776,0.260848,0.333109,-0.027843,0.321985,0.352727,-0.026399,0.350523,0.137223,-0.070105,0.260837,0.129628,-0.071720,0.333059,0.096281,-0.050537,0.285121
1260,10.500000,0.001696,-0.001522,0.002209,0.999995,0.341380,-0.026997,0.311130,0.338314,-0.026771,0.260831,0.333140,-0.027817,0.321983,0.352687,-0.026404,0.350576,0.001468,0.001886,-0.000884,0.999997,0.121044,-0.064115,0.292995,0.137187,-0.070090,0.260880,0.129629,-0.071698,0.333023,0.096316,-0.050556,0.285081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338331,-0.026770,0.260840,0.333107,-0.027820,0.321992,0.352711,-0.026401,0.350555,0.137215,-0.070100,0.260834,0.129622,-0.071696,0.333039,0.096303,-0.050551,0.285098
1261,10.508000,0.001869,-0.001794,0.003761,0.999990,0.341376,-0.026993,0.311129,0.338337,-0.026759,0.260829,0.333132,-0.027842,0.321977,0.352659,-0.026378,0.350582,0.001450,0.001908,-0.000907,0.999997,0.121045,-0.064142,0.292990,0.137187,-0.070118,0.260875,0.129631,-0.071724,0.333018,0.096318,-0.050583,0.285077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338344,-0.026759,0.260842,0.333124,-0.027843,0.321984,0.352663,-0.026378,0.350560,0.137228,-0.070137,0.260827,0.129628,-0.071724,0.333033,0.096291,-0.050570,0.285095
1262,10.517000,0.002012,-0.001860,0.002871,0.999992,0.341385,-0.026994,0.311129,0.338353,-0.026741,0.260828,0.333139,-0.027832,0.321975,0.352665,-0.026411,0.350583,0.001282,0.001847,-0.000537,0.999997,0.121045,-0.064142,0.293005,0.137194,-0.070118,0.260893,0.129631,-0.071705,0.333036,0.096308,-0.050604,0.285084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338363,-0.026740,0.260830,0.333121,-0.027833,0.321987,0.352676,-0.026410,0.350566,0.137250,-0.070143,0.260839,0.129626,-0.071703,0.333046,0.096275,-0.050589,0.285112
1263,10.525000,0.001959,-0.001746,0.003115,0.999992,0.341363,-0.027012,0.311129,0.338319,-0.026765,0.260829,0.333119,-0.027853,0.321978,0.352651,-0.026419,0.350581,0.001379,0.001766,-0.000796,0.999997,0.121048,-0.064137,0.293009,0.137199,-0.070115,0.260899,0.129624,-0.071712,0.333040,0.096319,-0.050585,0.285086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338332,-0.026764,0.260832,0.333083,-0.027856,0.321972,0.352683,-0.026416,0.350585,0.137246,-0.070136,0.260850,0.129618,-0.071710,0.333050,0.096291,-0.050572,0.285111
1264,10.533000,0.001835,-0.001887,0.002337,0.999994,0.341350,-0.027013,0.311144,0.338321,-0.026774,0.260843,0.333102,-0.027838,0.321991,0.352628,-0.026428,0.350599,0.001698,0.001772,-0.000610,0.999997,0.121024,-0.064143,0.293011,0.137178,-0.070094,0.260897,0.129604,-0.071740,0.333037,0.096291,-0.050594,0.285097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338333,-0.026773,0.260849,0.333076,-0.027840,0.321994,0.352648,-0.026426,0.350589,0.137229,-0.070116,0.260834,0.129588,-0.071732,0.333042,0.096271,-0.050587,0.285139
1265,10.542000,0.001955,-0.001746,0.002722,0.999993,0.341370,-0.027001,0.311135,0.338326,-0.026752,0.260835,0.333125,-0.027834,0.321984,0.352658,-0.026416,0.350587,0.001492,0.001787,-0.000456,0.999997,0.121043,-0.064150,0.293002,0.137197,-0.070109,0.260891,0.129626,-0.071728,0.333032,0.096305,-0.050612,0.285084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338333,-0.026751,0.260859,0.333111,-0.027836,0.321976,0.352668,-0.026415,0.350573,0.137228,-0.070121,0.260837,0.129615,-0.071723,0.333048,0.096294,-0.050608,0.285107
1266,10.550000,0.001792,-0.001572,0.002525,0.999994,0.341369,-0.026993,0.311118,0.338308,-0.026759,0.260819,0.333128,-0.027820,0.321970,0.352671,-0.026400,0.350565,0.001285,0.001758,-0.000972,0.999997,0.121034,-0.064124,0.293005,0.137184,-0.070113,0.260897,0.129607,-0.071694,0.333038,0.096310,-0.050564,0.285080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338324,-0.026758,0.260831,0.333098,-0.027823,0.321979,0.352692,-0.026398,0.350541,0.137228,-0.070131,0.260833,0.129580,-0.071680,0.333033,0.096305,-0.050565,0.285132
1267,10.558000,0.001855,-0.001620,0.002155,0.999995,0.341371,-0.026990,0.311119,0.338315,-0.026748,0.260819,0.333129,-0.027813,0.321969,0.352670,-0.026411,0.350567,0.001587,0.001308,0.000170,0.999998,0.121015,-0.064147,0.292986,0.137208,-0.070080,0.260889,0.129570,-0.071722,0.333022,0.096268,-0.050638,0.285047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338329,-0.026747,0.260817,0.333102,-0.027815,0.321987,0.352688,-0.026409,0.350548,0.137257,-0.070101,0.260835,0.129566,-0.071721,0.333038,0.096238,-0.050624,0.285069
1268,10.567000,0.002016,-0.001683,0.001632,0.999995,0.341363,-0.027006,0.311131,0.338313,-0.026744,0.260831,0.333118,-0.027823,0.321981,0.352658,-0.026451,0.350581,0.001367,0.001114,-0.000237,0.999998,0.121025,-0.064160,0.292975,0.137226,-0.070121,0.260887,0.129558,-0.071725,0.333018,0.096293,-0.050635,0.285021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338321,-0.026744,0.260838,0.333100,-0.027825,0.321980,0.352672,-0.026450,0.350575,0.137278,-0.070145,0.260853,0.129557,-0.071724,0.333020,0.096255,-0.050618,0.285044
1269,10.575000,0.001655,-0.001535,0.001864,0.999996,0.341358,-0.027011,0.311124,0.338294,-0.026787,0.260825,0.333117,-0.027824,0.321977,0.352665,-0.026422,0.350571,0.001167,0.001187,-0.000432,0.999999,0.121026,-0.064168,0.292984,0.137219,-0.070148,0.260895,0.129561,-0.071720,0.333028,0.096297,-0.050637,0.285027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338304,-0.026786,0.260821,0.333099,-0.027826,0.321993,0.352676,-0.026421,0.350556,0.137270,-0.070171,0.260852,0.129566,-0.071724,0.333047,0.096255,-0.050616,0.285040
1270,10.583000,0.001686,-0.001476,0.002154,0.999995,0.341381,-0.026993,0.311116,0.338311,-0.026768,0.260817,0.333142,-0.027812,0.321970,0.352692,-0.026400,0.350561,0.001356,0.001738,-0.000180,0.999998,0.121020,-0.064144,0.293011,0.137181,-0.070103,0.260902,0.129604,-0.071706,0.333043,0.096276,-0.050622,0.285087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338326,-0.026767,0.260821,0.333117,-0.027814,0.321989,0.352707,-0.026399,0.350533,0.137231,-0.070124,0.260842,0.129596,-0.071704,0.333058,0.096249,-0.050610,0.285113
1271,10.592000,0.001641,-0.001678,0.001768,0.999996,0.341372,-0.027012,0.311124,0.338322,-0.026788,0.260824,0.333128,-0.027823,0.321974,0.352667,-0.026424,0.350573,0.001723,0.001196,0.000167,0.999998,0.121029,-0.064130,0.293000,0.137229,-0.070054,0.260905,0.129574,-0.071716,0.333036,0.096284,-0.050620,0.285059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338336,-0.026787,0.260823,0.333095,-0.027826,0.321978,0.352694,-0.026421,0.350568,0.137264,-0.070069,0.260861,0.129564,-0.071711,0.333042,0.096269,-0.050614,0.285086
1272,10.600000,0.001865,-0.001859,0.000780,0.999996,0.341370,-0.027005,0.311135,0.338338,-0.026753,0.260834,0.333120,-0.027805,0.321982,0.352652,-0.026458,0.350589,0.001527,0.001382,0.000218,0.999998,0.121026,-0.064149,0.293000,0.137214,-0.070084,0.260901,0.129587,-0.071718,0.333036,0.096276,-0.050644,0.285063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338339,-0.026753,0.260832,0.333121,-0.027805,0.321987,0.352650,-0.026458,0.350584,0.137263,-0.070106,0.260854,0.129579,-0.071715,0.333040,0.096249,-0.050632,0.285092
1273,10.608000,0.001992,-0.001554,0.002822,0.999993,0.341368,-0.027008,0.311124,0.338305,-0.026756,0.260825,0.333128,-0.027844,0.321976,0.352671,-0.026424,0.350572,0.001656,0.001452,0.000242,0.999998,0.121005,-0.064150,0.293010,0.137190,-0.070076,0.260907,0.129572,-0.071730,0.333043,0.096254,-0.050645,0.285080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338320,-0.026755,0.260841,0.333101,-0.027847,0.321982,0.352691,-0.026422,0.350550,0.137228,-0.070092,0.260853,0.129558,-0.071723,0.333051,0.096240,-0.050640,0.285111
1274,10.617000,0.001590,-0.001569,0.002343,0.999995,0.341362,-0.027005,0.311124,0.338301,-0.026790,0.260825,0.333121,-0.027824,0.321976,0.352665,-0.026400,0.350571,0.001593,0.001558,0.000378,0.999997,0.121006,-0.064118,0.293013,0.137185,-0.070044,0.260907,0.129583,-0.071690,0.333045,0.096249,-0.050620,0.285086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338312,-0.026789,0.260831,0.333102,-0.027826,0.321986,0.352677,-0.026398,0.350552,0.137217,-0.070055,0.260839,0.129562,-0.071680,0.333059,0.096246,-0.050621,0.285121
1275,10.625000,0.001681,-0.001886,0.002404,0.999994,0.341365,-0.026991,0.311118,0.338336,-0.026768,0.260817,0.333117,-0.027814,0.321965,0.352643,-0.026392,0.350573,0.001525,0.001523,0.000280,0.999998,0.121020,-0.064134,0.293001,0.137200,-0.070067,0.260897,0.129593,-0.071702,0.333034,0.096267,-0.050632,0.285070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338347,-0.026767,0.260826,0.333100,-0.027816,0.321977,0.352653,-0.026391,0.350547,0.137242,-0.070085,0.260848,0.129584,-0.071698,0.333043,0.096245,-0.050623,0.285097
1276,10.633000,0.002055,-0.001767,0.002545,0.999993,0.341369,-0.026988,0.311152,0.338327,-0.026728,0.260852,0.333124,-0.027821,0.322000,0.352656,-0.026415,0.350604,0.001830,0.001371,0.000463,0.999997,0.121014,-0.064118,0.293027,0.137206,-0.070026,0.260924,0.129578,-0.071708,0.333058,0.096258,-0.050621,0.285097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338336,-0.026727,0.260865,0.333109,-0.027822,0.322003,0.352666,-0.026414,0.350588,0.137249,-0.070044,0.260862,0.129569,-0.071705,0.333078,0.096237,-0.050612,0.285121
1277,10.642000,0.001945,-0.001799,0.001364,0.999996,0.341368,-0.027006,0.311116,0.338330,-0.026750,0.260816,0.333121,-0.027817,0.321964,0.352654,-0.026451,0.350569,0.001559,0.001863,-0.000294,0.999997,0.121026,-0.064128,0.293025,0.137178,-0.070078,0.260911,0.129618,-0.071709,0.333053,0.096283,-0.050598,0.285113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338341,-0.026749,0.260826,0.333100,-0.027819,0.321966,0.352670,-0.026450,0.350557,0.137227,-0.070098,0.260844,0.129606,-0.071704,0.333068,0.096261,-0.050588,0.285144
1278,10.650000,0.001948,-0.001922,0.002583,0.999993,0.341359,-0.027000,0.311131,0.338333,-0.026751,0.260830,0.333110,-0.027832,0.321977,0.352634,-0.026418,0.350587,0.001739,0.002013,-0.000421,0.999996,0.121008,-0.064115,0.293060,0.137148,-0.070057,0.260938,0.129609,-0.071712,0.333082,0.096265,-0.050575,0.285160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338351,-0.026750,0.260849,0.333077,-0.027835,0.321985,0.352657,-0.026416,0.350558,0.137197,-0.070075,0.260849,0.129591,-0.071703,0.333096,0.096255,-0.050573,0.285205
1279,10.658000,0.002030,-0.001830,0.002420,0.999993,0.341360,-0.026989,0.311130,0.338325,-0.026730,0.260830,0.333113,-0.027819,0.321977,0.352642,-0.026417,0.350584,0.001903,0.002028,-0.000254,0.999996,0.121008,-0.064106,0.293067,0.137150,-0.070032,0.260942,0.129614,-0.071713,0.333086,0.096262,-0.050571,0.285172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338333,-0.026729,0.260834,0.333096,-0.027820,0.321979,0.352656,-0.026415,0.350577,0.137213,-0.070058,0.260853,0.129588,-0.071700,0.333093,0.096244,-0.050567,0.285229
1280,10.667000,0.001953,-0.001952,0.002859,0.999992,0.341359,-0.026998,0.311138,0.338336,-0.026749,0.260837,0.333110,-0.027833,0.321984,0.352631,-0.026410,0.350595,0.002010,0.001831,-0.000045,0.999996,0.121003,-0.064115,0.293066,0.137159,-0.070028,0.260947,0.129595,-0.071728,0.333087,0.096253,-0.050589,0.285165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338348,-0.026749,0.260847,0.333087,-0.027836,0.321988,0.352647,-0.026408,0.350579,0.137213,-0.070048,0.260854,0.129570,-0.071715,0.333093,0.096247,-0.050591,0.285224
1281,10.675000,0.001873,-0.001694,0.003197,0.999992,0.341372,-0.027005,0.311118,0.338323,-0.026767,0.260819,0.333130,-0.027845,0.321968,0.352664,-0.026403,0.350569,0.002027,0.001906,-0.000111,0.999996,0.121029,-0.064139,0.293062,0.137180,-0.070053,0.260940,0.129627,-0.071754,0.333082,0.096280,-0.050610,0.285164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338343,-0.026765,0.260820,0.333085,-0.027849,0.321977,0.352700,-0.026400,0.350557,0.137223,-0.070068,0.260850,0.129611,-0.071747,0.333102,0.096271,-0.050608,0.285202
1282,10.683000,0.001965,-0.001715,0.001849,0.999995,0.341375,-0.027020,0.311130,0.338329,-0.026764,0.260830,0.333130,-0.027839,0.321979,0.352667,-0.026456,0.350581,0.002099,0.002171,-0.000134,0.999995,0.121044,-0.064165,0.293065,0.137177,-0.070075,0.260934,0.129662,-0.071786,0.333079,0.096291,-0.050633,0.285183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338350,-0.026763,0.260849,0.333088,-0.027843,0.321984,0.352699,-0.026453,0.350556,0.137233,-0.070097,0.260856,0.129662,-0.071788,0.333109,0.096254,-0.050615,0.285199
1283,10.692000,0.001733,-0.002003,0.001212,0.999996,0.341370,-0.027025,0.311138,0.338353,-0.026789,0.260836,0.333118,-0.027830,0.321983,0.352640,-0.026458,0.350595,0.002594,0.002383,-0.000987,0.999993,0.121058,-0.064211,0.293067,0.137168,-0.070117,0.260923,0.129681,-0.071887,0.333069,0.096325,-0.050630,0.285208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338369,-0.026788,0.260835,0.333085,-0.027832,0.321996,0.352664,-0.026455,0.350579,0.137208,-0.070132,0.260846,0.129691,-0.071896,0.333122,0.096284,-0.050608,0.285199
1284,10.700000,0.001631,-0.001739,0.000337,0.999997,0.341363,-0.027008,0.311131,0.338319,-0.026776,0.260831,0.333115,-0.027795,0.321981,0.352655,-0.026452,0.350582,0.003055,0.001997,-0.000308,0.999993,0.121067,-0.064201,0.293082,0.137210,-0.070055,0.260945,0.129669,-0.071902,0.333084,0.096322,-0.050646,0.285217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338329,-0.026776,0.260852,0.333092,-0.027797,0.321972,0.352673,-0.026450,0.350574,0.137266,-0.070080,0.260884,0.129689,-0.071916,0.333133,0.096255,-0.050610,0.285200
1285,10.708000,0.001819,-0.001748,0.001923,0.999995,0.341370,-0.027007,0.311133,0.338326,-0.026766,0.260833,0.333124,-0.027824,0.321982,0.352659,-0.026429,0.350585,0.003500,0.002163,-0.000490,0.999991,0.121073,-0.064237,0.293082,0.137203,-0.070068,0.260934,0.129685,-0.071976,0.333074,0.096330,-0.050666,0.285237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338334,-0.026766,0.260843,0.333106,-0.027826,0.321978,0.352673,-0.026428,0.350580,0.137260,-0.070093,0.260873,0.129710,-0.071994,0.333130,0.096255,-0.050624,0.285212
1286,10.717000,0.001745,-0.001689,0.001181,0.999996,0.341351,-0.027012,0.311122,0.338302,-0.026774,0.260822,0.333106,-0.027815,0.321972,0.352646,-0.026445,0.350572,0.003290,0.002133,-0.000790,0.999992,0.121050,-0.064253,0.293081,0.137178,-0.070108,0.260937,0.129656,-0.071981,0.333077,0.096316,-0.050670,0.285229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338311,-0.026773,0.260819,0.333091,-0.027817,0.321983,0.352657,-0.026444,0.350562,0.137231,-0.070129,0.260860,0.129685,-0.072002,0.333153,0.096241,-0.050628,0.285194
1287,10.725000,0.001747,-0.002081,0.002577,0.999993,0.341341,-0.027017,0.311126,0.338331,-0.026788,0.260824,0.333089,-0.027844,0.321969,0.352603,-0.026420,0.350585,0.003729,0.002094,-0.001053,0.999990,0.121065,-0.064263,0.293086,0.137193,-0.070098,0.260938,0.129664,-0.072031,0.333076,0.096339,-0.050661,0.285243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338336,-0.026788,0.260807,0.333076,-0.027845,0.321976,0.352616,-0.026418,0.350594,0.137244,-0.070119,0.260862,0.129702,-0.072058,0.333166,0.096255,-0.050612,0.285193
1288,10.733000,0.001760,-0.002099,0.000947,0.999996,0.341342,-0.027021,0.311152,0.338334,-0.026780,0.260850,0.333087,-0.027821,0.321996,0.352605,-0.026461,0.350612,0.004246,0.002451,-0.001241,0.999987,0.121082,-0.064284,0.293093,0.137184,-0.070092,0.260928,0.129706,-0.072096,0.333069,0.096355,-0.050664,0.285283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338335,-0.026780,0.260831,0.333081,-0.027822,0.322002,0.352611,-0.026461,0.350623,0.137240,-0.070116,0.260863,0.129759,-0.072132,0.333170,0.096250,-0.050603,0.285213
1289,10.742000,0.001867,-0.001937,0.001695,0.999995,0.341337,-0.027027,0.311138,0.338312,-0.026781,0.260836,0.333086,-0.027842,0.321983,0.352611,-0.026459,0.350594,0.004689,0.002266,-0.001100,0.999986,0.121080,-0.064278,0.293082,0.137196,-0.070053,0.260917,0.129691,-0.072123,0.333054,0.096352,-0.050658,0.285274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338318,-0.026780,0.260824,0.333070,-0.027844,0.321987,0.352626,-0.026458,0.350601,0.137232,-0.070066,0.260850,0.129747,-0.072162,0.333171,0.096264,-0.050605,0.285195
1290,10.750000,0.001733,-0.001788,0.001760,0.999995,0.341358,-0.027010,0.311127,0.338319,-0.026777,0.260826,0.333111,-0.027823,0.321975,0.352644,-0.026429,0.350579,0.004442,0.002248,-0.001304,0.999987,0.121065,-0.064292,0.293094,0.137179,-0.070089,0.260933,0.129672,-0.072120,0.333070,0.096343,-0.050665,0.285279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338327,-0.026776,0.260826,0.333095,-0.027824,0.321983,0.352655,-0.026428,0.350568,0.137231,-0.070110,0.260859,0.129728,-0.072160,0.333187,0.096238,-0.050604,0.285201
1291,10.758000,0.001721,-0.001936,0.001953,0.999995,0.341359,-0.027021,0.311115,0.338335,-0.026791,0.260813,0.333109,-0.027837,0.321961,0.352633,-0.026436,0.350570,0.004459,0.002505,-0.001662,0.999986,0.121085,-0.064302,0.293078,0.137179,-0.070109,0.260908,0.129707,-0.072138,0.333050,0.096369,-0.050658,0.285276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338346,-0.026790,0.260806,0.333084,-0.027840,0.321971,0.352654,-0.026434,0.350565,0.137221,-0.070126,0.260847,0.129758,-0.072173,0.333152,0.096279,-0.050604,0.285206
1292,10.767000,0.001701,-0.001620,0.001634,0.999996,0.341369,-0.027016,0.311112,0.338313,-0.026786,0.260813,0.333126,-0.027826,0.321963,0.352669,-0.026436,0.350561,0.004503,0.002162,-0.001384,0.999987,0.121082,-0.064281,0.293084,0.137201,-0.070077,0.260925,0.129681,-0.072115,0.333061,0.096364,-0.050650,0.285267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338329,-0.026784,0.260812,0.333091,-0.027829,0.321974,0.352695,-0.026434,0.350548,0.137247,-0.070095,0.260862,0.129740,-0.072156,0.333176,0.096261,-0.050589,0.285184
1293,10.775000,0.001740,-0.001533,0.001879,0.999996,0.341364,-0.027012,0.311118,0.338299,-0.026779,0.260819,0.333123,-0.027827,0.321970,0.352671,-0.026429,0.350564,0.004318,0.002427,-0.001843,0.999986,0.121086,-0.064283,0.293077,0.137183,-0.070106,0.260911,0.129699,-0.072111,0.333052,0.096376,-0.050632,0.285268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338318,-0.026777,0.260830,0.333089,-0.027830,0.321981,0.352695,-0.026427,0.350538,0.137211,-0.070116,0.260852,0.129756,-0.072151,0.333171,0.096293,-0.050582,0.285184
1294,10.783000,0.001554,-0.001684,0.001074,0.999997,0.341357,-0.027013,0.311121,0.338308,-0.026794,0.260821,0.333111,-0.027811,0.321971,0.352652,-0.026435,0.350570,0.004558,0.002279,-0.001353,0.999986,0.121079,-0.064286,0.293087,0.137191,-0.070077,0.260924,0.129688,-0.072124,0.333061,0.096358,-0.050655,0.285277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338320,-0.026794,0.260832,0.333091,-0.027813,0.321978,0.352667,-0.026433,0.350550,0.137238,-0.070096,0.260855,0.129740,-0.072161,0.333169,0.096262,-0.050599,0.285205
1295,10.792000,0.001659,-0.001545,0.002161,0.999995,0.341380,-0.027011,0.311113,0.338316,-0.026789,0.260814,0.333139,-0.027830,0.321966,0.352685,-0.026416,0.350560,0.004582,0.002115,-0.001198,0.999987,0.121061,-0.064278,0.293064,0.137186,-0.070063,0.260905,0.129659,-0.072116,0.333040,0.096339,-0.050655,0.285246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338336,-0.026787,0.260822,0.333098,-0.027833,0.321975,0.352716,-0.026413,0.350541,0.137214,-0.070073,0.260848,0.129724,-0.072161,0.333167,0.096249,-0.050600,0.285153
1296,10.800000,0.001683,-0.001581,0.001811,0.999996,0.341378,-0.027018,0.311121,0.338318,-0.026791,0.260821,0.333136,-0.027831,0.321973,0.352681,-0.026433,0.350568,0.004346,0.001994,-0.001155,0.999988,0.121060,-0.064284,0.293073,0.137193,-0.070082,0.260921,0.129649,-0.072102,0.333055,0.096338,-0.050666,0.285243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338336,-0.026790,0.260834,0.333101,-0.027834,0.321981,0.352706,-0.026431,0.350546,0.137229,-0.070095,0.260848,0.129707,-0.072143,0.333181,0.096249,-0.050612,0.285160
