Format Version,1.23,Take Name,July25_Des_T2,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-07-25 05.49.25.712 PM,Capture Start Frame,-2147483648,Total Frames in Take,8544,Total Exported Frames,8544,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
26,0.108000,-0.099684,0.743952,0.021984,0.660390,0.342934,0.359789,0.369446,0.338118,0.362500,0.332294,0.334166,0.357365,0.374545,0.356518,0.359503,0.401497,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.338077,0.362503,0.332174,0.334218,0.357371,0.374584,0.356490,0.359486,0.401613,,,,,,,,,,0.140164,0.339163,0.319286,0.140154,0.318040,0.358061
27,0.113000,-0.103085,0.741575,0.028178,0.662304,0.343206,0.359039,0.368131,0.338535,0.361878,0.330970,0.334447,0.356469,0.373175,0.356637,0.358769,0.400247,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.338502,0.361887,0.330816,0.334493,0.356471,0.373250,0.356606,0.358754,0.400336,,,,,,,,,,0.140353,0.338334,0.317730,0.140465,0.317148,0.356843
28,0.117000,-0.109234,0.738371,0.033828,0.664629,0.343292,0.358482,0.366825,0.338827,0.361277,0.329635,0.334544,0.355758,0.371806,0.356504,0.358413,0.399032,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.338780,0.361262,0.329666,0.334667,0.355792,0.371775,0.356383,0.358382,0.399031,,,,,,,,,,0.140500,0.337464,0.316109,0.140575,0.316372,0.355531
29,0.121000,-0.102670,0.739881,0.031635,0.664104,0.343473,0.357593,0.365321,0.338944,0.360642,0.328160,0.334704,0.354955,0.370313,0.356770,0.357183,0.397491,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.338922,0.360630,0.328152,0.334813,0.354994,0.370384,0.356522,0.357106,0.397311,,,,,,,,,,0.140643,0.337029,0.314729,0.140882,0.315377,0.353396
30,0.125000,-0.110283,0.737594,0.039714,0.664994,0.343442,0.357215,0.364103,0.338963,0.360243,0.326934,0.334719,0.354370,0.369060,0.356644,0.357031,0.396314,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.338930,0.360251,0.326794,0.334768,0.354373,0.369131,0.356607,0.357014,0.396397,,,,,,,,,,0.141124,0.336177,0.313235,0.140979,0.314905,0.352129
31,0.129000,-0.108082,0.737855,0.037780,0.665177,0.343632,0.356517,0.362738,0.339177,0.359575,0.325569,0.334891,0.353723,0.367694,0.356827,0.356252,0.394952,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.339184,0.359586,0.325477,0.334842,0.353709,0.367729,0.356903,0.356257,0.395055,,,,,,,,,,0.141402,0.335445,0.311581,0.141417,0.314103,0.350952
32,0.133000,-0.107146,0.736814,0.040124,0.666344,0.343885,0.355774,0.361394,0.339519,0.359011,0.324229,0.335137,0.352939,0.366313,0.356999,0.355372,0.393639,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.339544,0.359018,0.324231,0.335048,0.352917,0.366292,0.357091,0.355393,0.393668,,,,,,,,,,0.141605,0.334744,0.309951,0.141579,0.312997,0.348835
33,0.138000,-0.108722,0.735411,0.041895,0.667529,0.344084,0.355112,0.360045,0.339827,0.358360,0.322868,0.335334,0.352230,0.364932,0.357092,0.354745,0.392334,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.339855,0.358384,0.322729,0.335319,0.352195,0.365183,0.357063,0.354748,0.392254,,,,,,,,,,0.141998,0.333993,0.308706,0.141864,0.312327,0.347147
34,0.142000,-0.111990,0.734314,0.044595,0.668021,0.344303,0.354281,0.358647,0.340088,0.357486,0.321461,0.335569,0.351324,0.363518,0.357252,0.354032,0.390960,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.340085,0.357519,0.321168,0.335563,0.351305,0.363670,0.357265,0.354025,0.391055,,,,,,,,,,0.142394,0.333263,0.307198,0.142348,0.311582,0.346179
35,0.146000,-0.104126,0.735837,0.039495,0.667938,0.344457,0.353560,0.357305,0.340240,0.356950,0.320136,0.335677,0.350753,0.362183,0.357454,0.352977,0.389595,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.340270,0.356958,0.320118,0.335664,0.350745,0.362278,0.357422,0.352979,0.389444,,,,,,,,,,0.142653,0.332485,0.305609,0.142718,0.310717,0.344684
